state,year,quarter,latitude,longitude,metric,label
rajasthan,2024,4,26.392923395134936,72.4435673953583,1.0,jodhpur rural district
uttar-pradesh,2023,3,25.51010292214069,81.3894296981709,2.0,kaushambi district
uttar-pradesh,2024,2,28.41343756911252,77.487404934567,7.0,gautam buddha nagar district
chhattisgarh,2021,2,21.24079821885356,81.69663059424752,5.0,raipur district
maharashtra,2023,4,17.98787156726263,75.04359164882531,2.0,solapur district
odisha,2024,3,19.76600392775301,82.8694464311077,1.0,kalahandi district
uttar-pradesh,2024,2,26.41992526835428,83.51235137576482,2.0,deoria district
maharashtra,2023,4,17.360267635794624,74.0828838592642,18.0,satara district
haryana,2023,3,30.239419165962573,77.23476744643328,2.0,yamunanagar district
haryana,2022,2,29.600278783984,75.06695522632855,2.0,sirsa district
andhra-pradesh,2024,4,17.151475685919408,81.16923735861899,2.0,eluru district
uttar-pradesh,2021,2,27.546990170304785,81.2133261651589,1.0,sitapur district
madhya-pradesh,2023,4,23.917890016476637,76.90091913220243,39.0,rajgarh district
rajasthan,2020,3,27.58529708641176,76.76250729867353,1.0,alwar district
karnataka,2023,4,12.622726784559022,76.87786123226277,6.0,mandya district
karnataka,2024,3,17.05433057258291,76.68169617295068,1.0,kalaburagi district
bihar,2023,2,25.908023197799785,84.48550700308567,4.0,saran district
bihar,2024,3,26.328996464985487,86.23109398823536,4.0,madhubani district
tamil-nadu,2021,1,13.514172381906231,80.07025551885866,2.0,thiruvallur district
maharashtra,2023,3,17.4092328461893,73.31781203075221,1.0,ratnagiri district
west-bengal,2023,3,23.61384703004268,87.22699726970693,2.0,paschim bardhaman district
karnataka,2020,4,13.018547916287403,77.37263787068873,1.0,bengaluru rural district
bihar,2020,4,26.39082239771073,85.91512106026771,1.0,madhubani district
karnataka,2023,1,12.580043036045348,75.63826571840534,1.0,dakshina kannada district
maharashtra,2024,2,19.574869413748264,74.64589869746166,43.0,ahmednagar district
jharkhand,2022,2,24.811681661586487,87.13730197857197,13.0,godda district
uttarakhand,2021,3,29.823410750701385,78.11653089466729,6.0,haridwar district
madhya-pradesh,2023,3,23.183859032200257,81.95893664363895,22.0,anuppur district
gujarat,2020,3,22.73600808229115,73.43570019289774,1.0,panch mahals district
maharashtra,2021,4,19.790095549764047,74.07113588841028,1.0,nashik district
karnataka,2024,4,14.335927681706517,75.2070644367816,6.0,shivamogga district
odisha,2022,3,21.59775958624457,85.89466930039477,1.0,kendujhar district
chhattisgarh,2024,1,17.976688062491085,81.03682110480868,3.0,sukma district
maharashtra,2020,4,18.10735358563837,73.96537147003377,2.0,satara district
uttar-pradesh,2023,2,26.77081613364366,81.89344837552954,2.0,ayodhya district
west-bengal,2023,2,25.96076860055524,87.85988606143559,2.0,uttar dinajpur district
odisha,2022,1,19.354999137816144,84.28581207534829,2.0,gajapati district
rajasthan,2020,3,23.796418486155908,73.51818334679261,3.0,dungarpur district
madhya-pradesh,2024,1,22.97933917138485,76.71633586397704,10.0,sehore district
tamil-nadu,2023,2,12.08520114635175,78.95710689027781,2.0,tiruvannamalai district
karnataka,2022,1,14.25133105950218,75.88244217993557,2.0,davanagere district
tamil-nadu,2022,1,11.541549772766125,77.47593338307468,1.0,erode district
maharashtra,2021,3,18.41246564209879,73.75366953292578,4.0,pune district
madhya-pradesh,2021,3,24.85319225160355,77.46446068241299,1.0,guna district
uttar-pradesh,2021,4,27.85188091098325,78.16214369136112,4.0,aligarh district
rajasthan,2023,3,24.442280751422132,74.5521869084669,2.0,pratapgarh district
maharashtra,2021,1,18.78283910578028,74.5521869084669,2.0,ahmednagar district
karnataka,2022,3,16.2717959714516,74.83316741970363,4.0,belagavi district
west-bengal,2021,1,22.984429014267132,88.14377823941402,2.0,hooghly district
rajasthan,2022,1,27.795899181860506,76.1030006883436,1.0,jaipur district
kerala,2024,4,11.88783122605685,75.62662797368989,24.0,kannur district
madhya-pradesh,2024,3,23.01718125624612,79.54348408275608,1.0,narsinghpur district
odisha,2024,3,22.30692363236508,84.51697574938436,2.0,sundargarh district
karnataka,2021,2,16.925428268318406,75.48690331265851,1.0,vijayapura district
telangana,2023,3,17.246890771208186,77.5103445845944,1.0,vikarabad district
rajasthan,2021,3,27.92544762495412,75.16037520703375,1.0,sikar district
gujarat,2021,3,23.950308142790515,73.03462441199838,2.0,sabar kantha district
maharashtra,2022,2,18.87520532592268,75.58006776098746,2.0,beed district
maharashtra,2022,4,16.419771852964395,74.0828838592642,9.0,kolhapur district
uttar-pradesh,2024,1,26.12976837572357,80.08142917150316,1.0,kanpur nagar district
maharashtra,2024,1,21.366728454187243,80.5049444620227,1.0,gondia district
uttarakhand,2022,2,29.128756420881324,79.23947611153497,1.0,udham singh nagar district
rajasthan,2021,4,25.110426664999384,74.89164580725823,1.0,chittorgarh district
kerala,2022,2,9.83844127859652,77.14276404918557,1.0,idukki district
sikkim,2023,4,27.21510746240488,88.21203153977605,3.0,west district
rajasthan,2021,4,24.56744002143156,74.12986841096104,2.0,udaipur district
uttar-pradesh,2022,3,27.14494395713796,82.52399531168336,1.0,siddharthnagar district
west-bengal,2024,1,22.60904481510364,86.95740226788428,2.0,jhargram district
west-bengal,2021,2,22.707191924599464,87.87952300467136,2.0,hooghly district
maharashtra,2021,3,20.834260391723024,77.8881747095685,1.0,amravati district
bihar,2021,1,26.58567112008421,85.73076734385029,1.0,sitamarhi district
jharkhand,2023,1,24.69723269536505,87.36618437862359,2.0,godda district
haryana,2023,2,28.443153441554685,75.81271993338781,2.0,bhiwani district
jammu-&-kashmir,2021,3,32.57835045820539,75.53349284323835,1.0,kathua district
tripura,2023,2,24.18303993553829,92.10084864837653,1.0,north tripura district
rajasthan,2024,3,28.992688679523116,73.85954898955855,1.0,sri ganganagar district
andhra-pradesh,2021,2,18.135268112219578,83.18097756644471,3.0,vizianagaram district
maharashtra,2023,4,15.83696631337089,73.63596019144958,2.0,sindhudurg district
maharashtra,2024,2,17.542727667476917,75.56842540654792,1.0,solapur district
gujarat,2021,2,23.762575176697144,71.17455785567623,1.0,patan district
kerala,2022,2,12.150078079512785,75.53349284323835,1.0,kannur district
uttar-pradesh,2022,4,29.426061568678563,78.38991078921848,6.0,bijnor district
karnataka,2024,4,13.068623564643444,77.70514426192459,127.0,bengaluru urban district
tamil-nadu,2023,3,8.28880264670377,77.76237388528826,1.0,tirunelveli district
rajasthan,2022,3,27.352307144020497,75.81271993338781,10.0,jaipur district
uttar-pradesh,2023,4,28.008061090720457,78.36715652070833,4.0,aligarh district
rajasthan,2020,3,25.659876433346778,74.95010335932585,1.0,bhilwara district
gujarat,2021,3,24.200429988701057,72.0290386659335,1.0,banas kantha district
rajasthan,2023,3,27.690293616534703,75.62662797368989,3.0,sikar district
karnataka,2023,2,12.648305953815806,76.27687553446887,3.0,hassan district
madhya-pradesh,2023,2,22.976243493099247,79.28457719720743,1.0,narsinghpur district
uttar-pradesh,2023,4,27.016484696697137,79.88008318918982,18.0,kannauj district
karnataka,2024,4,16.444977191449677,76.7278803133009,2.0,yadgiri district
kerala,2021,2,11.83976507240807,75.53349284323835,12.0,kannur district
punjab,2024,1,30.40014412539705,74.66931864786886,1.0,sri muktsar sahib district
west-bengal,2024,1,21.96206693310911,88.36763925689654,4.0,south twenty four parganas district
andhra-pradesh,2022,1,16.937065963605416,81.3894296981709,9.0,west godavari district
andhra-pradesh,2021,4,16.469116467448124,80.54940073446988,15.0,guntur district
rajasthan,2023,1,29.01648606437618,75.42864599079348,1.0,hanumangarh district
punjab,2023,2,30.138962124325158,76.25370517852909,1.0,patiala district
uttar-pradesh,2024,3,26.48379310718869,82.8694464311077,3.0,ambedkar nagar district
gujarat,2024,3,20.95906169340205,70.90117864910486,1.0,gir somnath district
karnataka,2023,4,14.421474176088772,74.97348050527863,1.0,shivamogga district
assam,2023,2,27.270155643136462,94.17697490987167,1.0,lakhimpur district
kerala,2022,2,11.856876919461524,75.67317338923417,4.0,kannur district
karnataka,2022,2,16.1385755956584,76.2652908581448,1.0,raichur district
karnataka,2022,4,13.34086516729352,75.5917091963611,1.0,chikkamagaluru district
punjab,2024,4,30.67250691296829,76.69324379240518,437.0,sas nagar district
chhattisgarh,2023,4,22.436773790806427,82.43735891349489,1.0,korba district
bihar,2024,2,24.736873512502157,84.14878997914977,2.0,aurangabad district
chhattisgarh,2021,2,22.32580356110948,82.56727270547317,8.0,korba district
jammu-&-kashmir,2024,1,34.64262586560878,74.70444252806931,2.0,bandipore district
andhra-pradesh,2023,2,13.400518353228426,78.49224265244757,1.0,chittoor district
himachal-pradesh,2023,3,31.16590829497956,76.64704699668393,2.0,solan district
west-bengal,2024,4,23.499169587554015,88.39675361886944,1.0,nadia district
odisha,2023,2,21.21021836471338,84.06431275838577,1.0,sambalpur district
west-bengal,2023,1,24.284533564123613,88.42584833391854,4.0,murshidabad district
gujarat,2022,4,20.863408464012657,73.09365094896565,1.0,navsari district
maharashtra,2023,3,21.20557642419146,79.20563608018333,27.0,nagpur district
tamil-nadu,2021,4,8.49124041342159,78.04807498752989,1.0,thoothukkudi district
punjab,2024,1,31.08660029337261,76.25370517852909,2.0,shahid bhagat singh nagar district
west-bengal,2023,4,25.23103306568344,88.17304266634669,6.0,maldah district
west-bengal,2020,3,25.38765558320845,88.39675361886944,4.0,dakshin dinajpur district
rajasthan,2023,4,25.71875945563603,72.17123088418569,3.0,barmer district
jharkhand,2022,2,24.21045144742525,86.23109398823536,3.0,giridih district
odisha,2024,1,18.72377534064857,82.82636151688881,43.0,koraput district
madhya-pradesh,2023,2,22.41046612601272,74.5521869084669,11.0,alirajpur district
jammu-&-kashmir,2024,3,33.91384602239996,75.1136721058433,13.0,pulwama district
maharashtra,2022,4,18.904743715032154,73.85954898955855,3.0,pune district
west-bengal,2020,3,22.563320380156966,87.80092370698576,7.0,paschim medinipur district
bihar,2022,2,25.65970487419813,87.51485365102111,4.0,purnia district
maharashtra,2022,2,20.75745009248708,75.41699181970844,2.0,jalgaon district
telangana,2021,2,18.850927330885813,78.7192776053527,2.0,jagtial district
goa,2021,1,15.445527024399915,73.84778739924586,7.0,north goa district
tamil-nadu,2022,1,10.280337934690456,76.95854495103909,1.0,coimbatore district
karnataka,2024,2,14.533875960411695,74.78636983104354,7.0,uttara kannada district
rajasthan,2024,1,26.40411835887288,73.96537147003377,1.0,pali district
rajasthan,2024,4,28.040827771511275,76.83173251222411,26.0,khairthal tijara district
odisha,2023,3,19.11282536239782,84.52746155778894,3.0,ganjam district
andhra-pradesh,2024,2,15.48736847606044,80.19308589963396,1.0,prakasam district
bihar,2022,3,25.569606906164477,86.09882529240666,7.0,begusarai district
maharashtra,2022,1,20.789340952738023,77.59059696075337,1.0,akola district
maharashtra,2023,3,20.52935675124964,79.89128125660861,2.0,chandrapur district
telangana,2022,3,16.81708542836738,77.47593338307468,2.0,narayanpet district
karnataka,2022,3,13.116092292525462,77.75093032135311,19.0,bengaluru rural district
manipur,2024,1,24.817581227934053,94.1360233596635,1.0,kangpokpi district
rajasthan,2022,1,27.904521212848213,75.60334971122894,1.0,jhunjhunu district
maharashtra,2022,2,20.880637939470727,79.09274843445077,1.0,nagpur district
west-bengal,2021,2,22.1265492600415,87.28669949215802,1.0,paschim medinipur district
telangana,2024,3,18.813031540738848,78.69659723711398,7.0,jagtial district
telangana,2021,1,18.081582780006997,78.99103520445556,2.0,siddipet district
andhra-pradesh,2024,2,17.441377527573984,82.56727270547317,4.0,visakhapatnam district
west-bengal,2024,2,22.78801296986116,86.94738799954307,5.0,bankura district
maharashtra,2020,4,17.72472287843834,73.38855263872728,6.0,ratnagiri district
karnataka,2022,1,16.545369729524104,76.49679188086147,1.0,yadgir district
west-bengal,2022,4,23.903799350282156,88.40645404103664,1.0,murshidabad district
andhra-pradesh,2023,4,17.77517741847072,82.68614459766859,1.0,visakhapatnam district
andhra-pradesh,2024,3,15.272548500551911,79.54348408275608,3.0,prakasam district
odisha,2020,3,20.433929199266995,85.50457111362277,2.0,cuttack district
kerala,2022,1,10.927416918302187,75.90567529309948,76.0,malappuram district
maharashtra,2024,3,18.76676028619723,75.38202391904463,1.0,ahmednagar district
punjab,2023,4,31.829501742745308,75.1136721058433,1.0,gurdaspur district
telangana,2023,2,17.880447795114137,79.8016568843829,2.0,warangal rural district
haryana,2022,4,28.05870715445592,76.091401111406,89.0,mahendragarh district
gujarat,2022,3,23.307469737828125,73.27063891449355,1.0,aravallis district
madhya-pradesh,2021,1,26.270950448405195,78.97972709012171,1.0,bhind district
chhattisgarh,2021,4,21.63850485176187,82.33976347120391,1.0,baloda bazar district
rajasthan,2021,2,27.656916597086266,74.59904917690314,1.0,nagaur district
uttar-pradesh,2021,3,25.512120134951736,78.5263304921143,1.0,jhansi district
rajasthan,2022,2,26.151564405198556,76.03338852482418,2.0,sawai madhopur district
telangana,2024,1,17.12697329157547,78.61717532516249,1.0,rangareddy district
rajasthan,2023,4,28.509000186182817,74.17684116064805,1.0,churu district
bihar,2023,2,25.14901663710303,84.73677994693192,6.0,arwal district
madhya-pradesh,2021,4,23.57111315194024,80.85991926425709,1.0,umaria district
bihar,2023,1,26.26359445025664,85.57664656670408,5.0,muzaffarpur district
maharashtra,2021,1,18.388458059609693,76.50835619494828,42.0,latur district
chhattisgarh,2021,3,18.82514659687131,81.32343822666819,1.0,dantewada district
haryana,2024,3,29.79483212017719,76.32320417856843,2.0,kaithal district
rajasthan,2021,2,25.745938572251376,76.14938914745771,1.0,bundi district
karnataka,2023,3,13.70823982420576,76.88939072173052,60.0,tumakuru district
bihar,2024,1,25.561148502337694,85.7717907206235,21.0,begusarai district
punjab,2023,2,31.202532282158003,75.76621946092965,63.0,kapurthala district
west-bengal,2020,4,26.955933813685625,88.18279313910082,1.0,darjiling district
andhra-pradesh,2024,1,13.45113947197177,79.11533670045316,17.0,chittoor district
uttarakhand,2021,4,30.183805984048103,78.20773680889053,10.0,dehradun district
bihar,2023,1,24.95177736663433,86.0070546580391,3.0,jamui district
west-bengal,2024,3,21.86467364333493,88.17304266634669,70.0,south twenty four parganas district
uttar-pradesh,2023,1,27.071294201643543,82.44819440034415,6.0,gonda district
madhya-pradesh,2024,2,24.041781770701903,76.32320417856843,2.0,rajgarh district
rajasthan,2021,3,26.82413990804714,77.01614358689307,2.0,karauli district
gujarat,2021,3,23.20022470824235,74.00063278107605,1.0,dohad district
uttar-pradesh,2024,1,29.970912877982474,77.75093032135311,1.0,saharanpur district
bihar,2024,4,24.797654278991303,84.19098410603638,1.0,aurangabad district
andhra-pradesh,2023,2,16.313195352817477,81.00368208929899,1.0,krishna district
madhya-pradesh,2024,1,22.8906820603427,76.63549516995536,1.0,sehore district
rajasthan,2023,4,26.942513434634225,74.23554035653764,2.0,nagaur district
assam,2024,2,26.61163005709304,90.83416243434262,1.0,chirang district
puducherry,2020,3,10.96106674197579,79.7792366024451,1.0,karaikal district
uttar-pradesh,2020,4,27.978992384054465,81.05890603406964,1.0,kheri district
maharashtra,2020,4,17.365947153429424,73.89482953406639,6.0,satara district
west-bengal,2024,3,23.38154978549428,88.52268860900617,11.0,nadia district
karnataka,2024,3,15.00954610010213,76.5546031082873,5.0,ballari district
uttarakhand,2023,4,29.2756665583292,79.34092297471167,7.0,nainital district
andhra-pradesh,2021,2,17.098837062803977,81.06994617088361,3.0,west godavari district
himachal-pradesh,2021,3,32.13020140232739,76.04499299765236,2.0,kangra district
punjab,2022,3,30.816801804153247,76.68169617295068,2.0,sas nagar district
assam,2022,3,26.25998937663285,90.02332082585951,1.0,kokrajhar district
uttar-pradesh,2024,3,25.944763785326103,80.46046429792483,1.0,fatehpur district
rajasthan,2021,2,26.970558592827214,73.51818334679261,1.0,nagaur district
madhya-pradesh,2024,2,23.014404006748983,75.64990253685966,5.0,ujjain district
jammu-&-kashmir,2023,3,34.67982893323401,74.65760907471305,1.0,bandipore district
bihar,2022,1,25.859829870246585,84.77855233916235,8.0,saran district
rajasthan,2024,3,26.91501100649873,73.24704857915732,2.0,nagaur district
tamil-nadu,2023,2,11.039566348452174,79.79044745099883,11.0,nagapattinam district
maharashtra,2024,1,19.801425334255367,77.86531256086963,1.0,nanded district
andhra-pradesh,2023,4,17.025923423006418,81.55415791130464,8.0,west godavari district
west-bengal,2022,2,22.556034773703207,87.32645882233112,4.0,paschim medinipur district
madhya-pradesh,2022,1,24.15502344405242,76.41581287924114,1.0,rajgarh district
meghalaya,2022,1,25.549732422311557,91.91480909591972,10.0,east khasi hills district
telangana,2020,2,17.283161044963116,78.298863666532,6.0,rangareddy district
jharkhand,2021,3,24.374032351710763,85.28776633108043,3.0,hazaribagh district
bihar,2021,3,26.39004024183269,86.32246381180778,4.0,madhubani district
maharashtra,2021,3,18.59897672667417,74.739559118527,2.0,ahmednagar district
gujarat,2024,2,22.754786050665057,73.836025107013,2.0,panch mahals district
karnataka,2023,4,16.88017316063998,77.02766003686912,4.0,yadgir district
west-bengal,2021,1,22.91006493449568,87.90896229984351,1.0,hooghly district
gujarat,2023,4,23.544921974435272,71.73259078790414,1.0,patan district
karnataka,2023,3,15.940899126907862,75.2070644367816,1.0,belagavi district
west-bengal,2022,2,26.792637478719037,88.30935165928999,6.0,darjiling district
uttar-pradesh,2022,2,26.37098241948892,83.46968984178382,62.0,gorakhpur district
haryana,2023,3,29.658610707741214,76.54304293421208,7.0,kaithal district
gujarat,2022,1,22.51627459457385,71.6732680961397,1.0,surendranagar district
rajasthan,2022,3,27.872598303078583,75.62662797368989,4.0,jhunjhunu district
punjab,2021,4,31.57778325453045,75.92890456936505,2.0,hoshiarpur district
uttar-pradesh,2023,4,28.80790686510228,79.84648044141969,1.0,pilibhit district
gujarat,2024,1,22.36468988413058,72.77473246268165,2.0,anand district
west-bengal,2022,2,22.21117269509449,88.25098567594014,1.0,south twenty four parganas district
telangana,2021,1,19.592214579595723,79.76802433996306,1.0,kumuram bheem asifabad district
nagaland,2024,4,25.731761248739808,94.0235717965866,2.0,kohima district
madhya-pradesh,2021,3,24.33122740091901,80.76023941004357,1.0,satna district
maharashtra,2024,3,20.900327845540197,79.21691744209795,1.0,nagpur district
west-bengal,2022,4,23.558727444034684,87.48515795565208,3.0,paschim bardhaman district
chhattisgarh,2023,3,21.78692988262379,82.2202950557603,2.0,bilaspur district
rajasthan,2021,1,29.4499614104437,74.4584245048982,1.0,hanumangarh district
assam,2023,2,26.855284924753946,92.91260217942556,2.0,sonitpur district
karnataka,2022,4,16.00878975803631,75.19539343488115,1.0,belagavi district
karnataka,2020,4,12.910670646440565,76.57772033949871,1.0,hassan district
bihar,2022,1,25.24059271953404,84.65314370231029,18.0,arwal district
maharashtra,2021,3,16.726409384588976,74.17684116064805,3.0,kolhapur district
uttar-pradesh,2022,1,25.585370549550188,83.81017376296029,6.0,ghazipur district
rajasthan,2021,2,23.34585124592772,74.17684116064805,1.0,banswara district
odisha,2021,1,21.55272120314481,86.53501757685643,1.0,mayurbhanj district
madhya-pradesh,2021,4,21.62126704147735,76.24211849703654,2.0,east nimar district
uttar-pradesh,2024,1,26.315804576157507,81.91528436444969,2.0,sultanpur district
uttar-pradesh,2024,2,25.66701172059985,81.87160583220377,2.0,prayagraj district
kerala,2023,4,12.755276205134448,74.97348050527863,9.0,kasaragod district
kerala,2023,1,11.876314856693032,75.81271993338781,10.0,kannur district
gujarat,2024,4,22.115902876464368,71.29336015505486,1.0,rajkot district
kerala,2021,2,12.54701395929712,75.24207219999633,2.0,kasaragod district
maharashtra,2023,3,18.72819928338444,76.5546031082873,2.0,beed district
uttar-pradesh,2021,2,29.71742625034575,77.3381855201411,3.0,saharanpur district
assam,2021,4,26.32826555718253,90.83416243434262,11.0,barpeta district
assam,2024,4,25.987001280233198,90.58726898029563,1.0,goalpara district
bihar,2021,4,25.32080006379883,85.65889985855006,2.0,nalanda district
bihar,2021,4,26.08320311535042,84.44352229327214,8.0,siwan district
west-bengal,2022,4,25.322058036245373,87.85988606143559,2.0,maldah district
uttar-pradesh,2022,2,25.82608009792807,80.61604017880846,4.0,fatehpur district
maharashtra,2023,4,19.09247994850438,76.60083340544226,1.0,parbhani district
andhra-pradesh,2022,4,16.159254748263887,80.41596031893934,1.0,guntur district
telangana,2024,4,18.31341291258993,78.56040688200504,4.0,rajanna sircilla district
tamil-nadu,2021,1,11.437598250565314,79.65582422263809,3.0,cuddalore district
rajasthan,2024,2,28.728035517460984,74.78636983104354,1.0,churu district
jammu-&-kashmir,2021,2,33.12329918742992,75.66153842761507,1.0,doda district
rajasthan,2022,4,26.55023965538533,72.88108587294656,10.0,jodhpur district
haryana,2021,1,28.13029477074857,76.23053081508246,3.0,mahendragarh district
maharashtra,2024,3,21.08922680177771,77.06220280750642,19.0,akola district
bihar,2023,4,25.78502858572357,87.23695290373428,3.0,purnia district
maharashtra,2022,4,19.201037189873368,75.02022466170382,1.0,ahmednagar district
bihar,2024,4,24.662280636553103,86.78687684429754,1.0,banka district
punjab,2022,3,30.73464047570996,75.2070644367816,3.0,moga district
rajasthan,2024,4,26.1190954523018,74.18858249287712,1.0,beawar district
jharkhand,2021,4,22.089363601117743,85.57664656670408,1.0,west singhbhum district
maharashtra,2023,1,19.48515208869378,74.28248620466115,1.0,ahmednagar district
uttar-pradesh,2024,4,24.86111000654341,82.67534662858868,2.0,mirzapur district
uttar-pradesh,2023,4,27.626522591518462,77.81957393196669,4.0,mathura district
karnataka,2021,3,12.877869735965357,77.47593338307468,197.0,bengaluru urban district
haryana,2020,4,27.836265665125097,76.16098379297722,3.0,mahendragarh district
andhra-pradesh,2023,4,17.2452551504224,82.35061415729106,8.0,east godavari district
maharashtra,2023,1,21.299803889072088,77.52181268040627,17.0,amravati district
rajasthan,2022,3,27.24911492597695,74.92672285045667,4.0,nagaur district
tamil-nadu,2023,4,10.676062137561791,77.21177329224568,5.0,tiruppur district
rajasthan,2021,4,25.296822224464268,76.1841701109717,7.0,kota district
west-bengal,2023,2,22.00393761357116,87.85988606143559,3.0,purba medinipur district
tamil-nadu,2021,4,10.47821077904231,76.95854495103909,1.0,coimbatore district
karnataka,2024,2,16.368107669620663,75.0903153825528,1.0,bagalkote district
karnataka,2021,4,17.16593034493866,76.97006685839166,1.0,kalaburagi district
uttar-pradesh,2022,2,28.48676565087614,77.6593393814543,1.0,bulandshahr district
maharashtra,2022,3,17.120496725320667,74.411524558447,6.0,sangli district
telangana,2021,4,16.35226408813159,78.02524660458907,35.0,wanaparthy district
karnataka,2022,3,16.345891278422197,75.75459198409732,1.0,bagalkote district
andhra-pradesh,2021,4,15.415857630397232,79.88008318918982,2.0,prakasam district
rajasthan,2022,4,29.210201723996317,74.63418751758458,1.0,hanumangarh district
bihar,2021,4,25.64695322027094,84.46451841387275,1.0,bhojpur district
uttar-pradesh,2024,4,27.11908368097236,81.84975674334561,3.0,gonda district
telangana,2023,1,17.123323260669384,77.95673236369133,1.0,vikarabad district
rajasthan,2023,3,25.78436948272373,72.1475369878683,2.0,barmer district
jharkhand,2021,2,24.119379322999883,86.39341521326247,1.0,giridih district
odisha,2022,1,20.233394025035377,85.56635599856945,1.0,khordha district
karnataka,2023,4,15.702275326123114,76.61238837293442,2.0,raichur district
madhya-pradesh,2021,4,23.114235392125654,75.35870751022537,1.0,ujjain district
andhra-pradesh,2024,2,15.795423524849715,77.41855841533979,2.0,kurnool district
west-bengal,2023,4,23.15484995101289,86.86719890675647,1.0,bankura district
tamil-nadu,2022,2,9.628982683005091,78.62852517102334,7.0,sivaganga district
maharashtra,2021,1,19.35648085527308,74.93841352452533,1.0,ahmednagar district
andhra-pradesh,2022,4,18.50181318261227,84.28581207534829,1.0,srikakulam district
rajasthan,2020,3,24.178803837220084,73.84778739924586,1.0,udaipur district
maharashtra,2020,4,20.832577344146184,79.26202936662962,1.0,nagpur district
rajasthan,2021,4,26.915194901874557,78.17354381898866,1.0,dholpur district
rajasthan,2021,1,26.787145445012204,76.14938914745771,4.0,jaipur district
maharashtra,2023,3,20.210620854288944,75.42864599079348,1.0,aurangabad district
jammu-&-kashmir,2024,2,34.48289048385571,74.14161270853154,6.0,kupwara district
tamil-nadu,2022,4,11.355600470424424,79.55472436212713,1.0,cuddalore district
madhya-pradesh,2024,2,22.96776433073004,78.99103520445556,2.0,narsinghpur district
kerala,2022,2,10.951869517240205,76.1841701109717,53.0,malappuram district
maharashtra,2021,3,21.44311452855387,80.19308589963396,67.0,gondia district
rajasthan,2024,2,28.5921918466037,74.39979763524897,1.0,churu district
jammu-&-kashmir,2021,2,32.88081055962669,75.28873693094538,1.0,udhampur district
chhattisgarh,2024,2,22.958192068122354,82.69694084920934,5.0,surajpur district
assam,2022,4,27.18206963609052,94.37193026889813,5.0,lakhimpur district
west-bengal,2021,3,23.427043364617344,88.32878957469845,1.0,purba bardhaman district
maharashtra,2024,3,18.072094544581518,73.16446278047809,1.0,raigad district
jharkhand,2023,1,23.29053598258396,84.12768178343731,3.0,gumla district
bihar,2023,4,26.089135001200432,84.62174874600811,7.0,saran district
andhra-pradesh,2023,2,16.39434845717699,81.83882974711801,3.0,east godavari district
rajasthan,2024,3,25.27271525056995,71.89863634285291,1.0,barmer district
maharashtra,2020,3,19.325835068528324,73.29422673570153,2.0,thane district
andhra-pradesh,2023,2,14.613152324857843,78.5263304921143,15.0,ysr district
kerala,2024,4,11.414923609642631,75.69644051931591,66.0,kozhikode district
chhattisgarh,2023,3,21.935716360351226,82.11151185821876,1.0,bilaspur district
uttar-pradesh,2022,1,25.02928728389725,82.0461621600331,1.0,prayagraj district
west-bengal,2024,3,21.976439108868245,87.59394866103916,12.0,purba medinipur district
bihar,2022,4,26.01124767883262,86.27172312750693,2.0,darbhanga district
uttar-pradesh,2020,2,28.47408180695143,77.52181268040627,65.0,gautam buddha nagar district
bihar,2023,1,25.075088399148047,84.65314370231029,2.0,aurangabad district
bihar,2021,2,26.59664193034585,85.3291291408519,1.0,sheohar district
haryana,2023,4,29.126609151508465,75.81271993338781,21.0,hisar district
chhattisgarh,2020,3,21.578055159124887,83.12737051811361,1.0,raigarh district
tamil-nadu,2024,3,10.978049450480936,78.99103520445556,1.0,ariyalur district
rajasthan,2023,4,23.75703796429074,74.01238511084367,4.0,dungarpur district
rajasthan,2024,4,27.668587837682264,76.1841701109717,20.0,kotputli behror district
odisha,2023,2,22.400068088074928,84.82029416755968,3.0,sundargarh district
chhattisgarh,2022,1,21.726685571194025,82.19855175360927,6.0,baloda bazar district
tamil-nadu,2023,2,12.60613773394281,80.15960414960914,9.0,chengalpattu district
gujarat,2023,1,23.33668531518243,72.70380468835467,1.0,gandhinagar district
punjab,2020,3,30.239609190111533,75.82434268562162,7.0,sangrur district
jharkhand,2023,2,23.593276452571374,86.2209316277805,3.0,bokaro district
maharashtra,2023,1,18.597819307907816,73.51818334679261,2.0,pune district
bihar,2024,3,25.28326725033809,84.52746155778894,2.0,bhojpur district
tamil-nadu,2021,1,12.58390436637417,79.84648044141969,3.0,chengalpattu district
uttar-pradesh,2020,4,26.16532570295919,83.87380753064028,2.0,deoria district
maharashtra,2024,3,16.59804813652813,74.3294199424752,19.0,kolhapur district
tamil-nadu,2021,3,10.683604730688236,79.47601330857533,1.0,thiruvarur district
rajasthan,2021,3,29.97431264906391,73.58885747017202,1.0,ganganagar district
andhra-pradesh,2020,4,15.238172974000758,77.7394855756989,2.0,kurnool district
andhra-pradesh,2020,4,15.930357946156798,77.36115488889942,2.0,kurnool district
odisha,2021,3,21.01829790175055,86.60566800967065,2.0,bhadrak district
gujarat,2023,3,21.509783241741232,73.6595075078703,1.0,narmada district
jharkhand,2024,4,24.439979898352,84.76811210421035,2.0,chatra district
west-bengal,2022,2,22.66522821291144,88.36763925689654,394.0,north twenty four parganas district
assam,2022,3,26.371244690087572,93.94194149963984,2.0,golaghat district
telangana,2023,3,17.1017205103595,77.60205694570705,2.0,vikarabad district
